ensembl_gene_id	chromosome_name	external_gene_name	A	A	A	A	A	B	B	B	B	B
ENSG00000008086	X	CDKL5	3,472790077	3,712861476	3,519926816	3,932266385	3,801085686	3,121896973	3,082318784	3,050494703	2,642406153	2,899029652
ENSG00000008118	1	CAMK1G	0,020937757	-1,146989599	-1,154621261	-1,445886446	-1,445886446	-1,445886446	-1,445886446	-0,767609726	-1,445886446	-1,445886446
ENSG00000008130	1	NADK	4,32342301	4,190752704	4,355774912	3,96528382	4,386056422	4,315789858	4,437382132	5,087313253	4,536924091	4,843693269
ENSG00000008226	3	DLEC1	0,786729184	1,149350675	1,348319822	0,442000534	0,985367043	0,536327553	-0,552489336	-0,465167865	0,411670035	-0,373133985
ENSG00000008256	7	CYTH3	5,33605036	5,587689402	5,637798666	5,389554326	5,073771569	4,863493322	5,656300731	5,455164405	4,731785954	5,169186278
ENSG00000008277	7	ADAM22	4,031592255	4,311893934	4,337107832	4,222727627	4,136022762	4,149855685	3,983012014	3,708483809	3,742086936	3,909050794
ENSG00000008282	7	SYPL1	5,726951853	5,536420747	5,900609555	5,800062047	5,777208109	5,607318034	5,90172924	5,621920648	5,297240131	5,945755371
ENSG00000008283	17	CYB561	4,70951606	4,669813002	4,399254041	4,529653643	4,545015661	3,958697477	3,809762767	4,155631189	4,608111026	4,250114894
ENSG00000008294	17	SPAG9	6,613108467	6,82082885	6,794499022	6,763764905	6,718283514	6,430238957	6,408904122	5,952294753	6,394929644	6,40967228
ENSG00000008300	3	CELSR3	1,655760048	1,375858486	1,890909049	1,18129669	1,606867269	0,47845068	0,633212301	0,846082028	1,594431415	0,980725833
ENSG00000008311	7	AASS	1,431910993	1,562053953	1,497884463	2,177747526	1,135136711	2,160590793	2,698767775	2,590728803	2,017582763	1,745229828
ENSG00000008323	12	PLEKHG6	0,150324873	1,248329721	-0,049342376	0,442000534	-0,261591265	-1,445886446	-0,953067278	-0,628845983	-0,084272688	-1,445886446
ENSG00000008324	3	SS18L2	4,819917168	5,176683754	5,259329716	5,270090343	5,565956768	5,419609303	5,456589278	5,551308057	5,39275135	5,490845462
ENSG00000008382	19	MPND	2,926879326	3,065833626	3,003678826	2,629454162	2,726403155	3,098796344	3,024541095	3,184494839	3,655106583	3,006474266
ENSG00000008394	12	MGST1	-0,066429021	-0,49881656	0,338572849	0,706969687	0,592910589	-1,180550653	-1,150326491	5,341847154	-0,296824248	3,730681578
ENSG00000008405	12	CRY1	4,632008209	4,600449446	4,829920474	4,455824199	4,13366832	4,065671468	4,016014149	4,295157475	3,705343074	4,040166723
ENSG00000008438	19	PGLYRP1	0,141952712	0,486641436	0,000394608	-0,663756526	-0,13223133	-1,445886446	-1,445886446	-1,445886446	-1,445886446	-1,445886446
ENSG00000008441	19	NFIX	5,707780555	5,56250578	5,693983902	5,647373257	5,669073185	5,39137724	5,42095656	5,222161176	5,289851791	5,501355567
ENSG00000008513	8	ST3GAL1	3,135237965	2,548486385	2,943155086	3,106576643	3,445498868	3,341452798	3,165781818	2,763645825	3,226799337	3,197821172
ENSG00000008516	16	MMP25	-1,445886446	-0,68962525	-0,947711314	-0,264048344	-0,13223133	-1,159190503	-0,15838247	0,760291066	-0,664742058	-1,151969079
ENSG00000008517	16	IL32	2,632017068	3,663713873	3,887733303	3,400623062	2,731192606	0,78667207	1,294591267	0,586348266	1,276718051	1,623397159
ENSG00000008710	16	PKD1	6,088950141	6,606181558	6,034881368	5,603365003	6,198808781	5,617950586	6,252787059	5,123082844	5,714923479	5,677101718
ENSG00000008735	22	MAPK8IP2	4,187124229	4,069432042	4,331825044	4,048279423	4,425343631	4,100771022	4,288847874	3,753302341	4,042821418	3,732293033
ENSG00000008838	17	MED24	8,125910662	8,095640937	8,142648016	7,679976162	8,425631279	8,370412996	8,471015968	8,022937529	8,565837155	8,03742309
ENSG00000008853	8	RHOBTB2	2,588854349	3,32495404	3,076849403	3,211646097	3,380980702	3,050326995	2,931296421	3,467376078	3,071309659	3,043984701
ENSG00000008869	2	HEATR5B	4,107885429	4,27212187	4,380811826	4,765633649	3,794652727	4,65771449	5,130564702	4,63161349	4,715706344	4,799116583
ENSG00000008952	3	SEC62	7,596971665	7,817959291	7,97370412	8,153442512	7,921976168	7,975954629	7,983680873	7,695644777	8,156987931	8,297756599
ENSG00000008988	8	RPS20	11,22168433	10,98105611	10,8123653	11,61030063	10,87521393	10,82402462	11,06445061	10,85448787	11,29495557	10,58381141
ENSG00000009307	1	CSDE1	9,348622417	9,17058967	9,185537359	9,471298463	9,311460616	9,997710552	9,964844672	9,929980114	10,04640822	9,978289822
ENSG00000009335	7	UBE3C	6,854100372	6,607812329	6,742425775	6,394704518	6,670181047	6,820101277	6,877566645	7,034250222	6,313927142	6,748483299
ENSG00000009413	6	REV3L	6,458777971	6,155642229	6,206602042	6,538853814	6,036521425	6,446421525	6,462897521	6,154069008	6,076374246	6,227480592
ENSG00000009694	X	TENM1	2,287427037	2,075803397	2,298729071	1,425304321	2,19921779	1,612380308	2,072339756	1,004708006	2,435277981	0,980725833
ENSG00000009709	1	PAX7	1,670098926	1,87594326	2,416168231	2,703273338	3,756827443	0,848104604	1,975307082	0,47370642	2,02033712	1,124839171
ENSG00000009724	1	MASP2	0,141952712	0,091384221	-0,497103995	-0,006818179	-0,113234179	-1,445886446	-1,150326491	-0,767091157	-1,445886446	-1,445886446
ENSG00000009780	1	FAM76A	4,262590169	4,809592787	4,985874196	4,313815173	4,628536119	4,330208659	4,365470564	4,844436318	4,034850731	4,291071602
ENSG00000009830	14	POMT2	5,272201673	5,551371076	5,508889713	5,005161326	5,970543673	6,306239611	6,462294973	6,657071923	6,433542827	6,788996124
ENSG00000009844	6	VTA1	6,019330545	6,076282098	5,915933697	6,388096728	6,08599892	6,49364409	6,318555071	6,75008436	6,449229659	6,464498777
ENSG00000009950	7	MLXIPL	5,761737183	5,830657504	5,5172126	5,13014143	5,667370927	5,412634576	4,671492406	5,450744777	4,817892773	4,961017873
ENSG00000009954	7	BAZ1B	6,738459662	7,119921826	6,988963962	6,812415111	6,879318312	6,677877041	6,795595005	6,929648309	6,7728724	6,865512838
ENSG00000010017	6	RANBP9	4,74101046	4,309186991	4,410552767	4,638253168	4,482387209	4,840158336	4,631021438	4,299718028	4,527578786	4,60828715
ENSG00000010030	6	ETV7	-0,404183818	-0,581087131	-0,366706232	-0,955064032	0,010520734	0,693770469	0,564461505	0,110187596	0,43747618	-0,500405928
ENSG00000010072	1	SPRTN	3,756100386	3,83122952	4,46028516	4,508079613	4,078857461	4,643206264	4,579665578	4,89007577	4,184476404	4,966135547
ENSG00000010165	1	METTL13	4,163179026	4,225870578	4,114950295	3,783747387	4,004302878	4,527239999	4,302891084	5,084408712	4,603218922	4,72260474
ENSG00000010219	12	DYRK4	-0,616218907	-0,773415093	0,688087635	-0,374360603	0,07258173	-0,554663392	-1,445886446	-0,416540708	-0,870120622	-0,782339443
ENSG00000010244	17	ZNF207	7,074760902	7,030009377	6,958325964	7,174719313	7,318184135	7,522577667	7,547469018	7,194062868	7,504126116	7,323652766
ENSG00000010256	3	UQCRC1	6,027806536	6,35542203	6,210544663	5,946832446	6,422607384	6,34270112	6,56349049	6,700134313	6,47043189	6,240294815
ENSG00000010270	7	STARD3NL	4,430854148	4,134705312	4,387766732	5,039959015	4,415044946	4,715393945	4,667559217	4,567089961	4,382879821	4,821452752
ENSG00000010278	12	CD9	3,145227319	3,333231619	4,370911924	5,641346427	3,644866931	4,738266293	4,220564249	3,519516274	4,805767873	4,690180741
ENSG00000010292	12	NCAPD2	5,456908929	4,819902106	5,727277149	6,258826362	5,95073564	6,961846086	6,798804174	6,552334629	6,809880653	6,729588942
ENSG00000010295	12	IFFO1	5,33037797	5,817165154	5,785478597	5,319488797	6,030415947	5,464522261	5,805003603	5,803361302	5,958926787	5,670481592
ENSG00000010310	19	GIPR	1,305537195	2,628936776	2,129116853	1,20020634	2,117749455	0,955509847	1,357004631	2,035652495	1,576271816	1,12833198
ENSG00000010318	3	PHF7	2,177874476	3,027508401	2,813143661	2,613647445	3,669241832	3,655792673	3,847056612	2,890403349	3,557210523	3,59826293
ENSG00000010319	3	SEMA3G	1,360839542	3,228301129	2,470467323	2,124180251	2,08841187	1,925544265	2,478300531	2,358885739	2,385407231	2,601422034
ENSG00000010322	3	NISCH	5,537833512	5,75258141	5,208392346	5,333080185	5,569976076	5,444804042	5,500374006	5,578920671	5,528586603	5,502493536
ENSG00000010327	3	STAB1	0,09976516	0,900872679	0,741919726	-0,296214101	0,917208302	1,271628775	0,695013908	2,158993234	-0,140555045	1,252322169
ENSG00000010361	19	FUZ	3,723837299	4,679540247	4,762301551	4,892835325	4,830628894	5,1254802	5,220737935	5,070631349	5,148384326	5,496021872
ENSG00000010379	12	SLC6A13	-1,134572453	-0,773415093	-0,498113743	-1,445886446	-1,124821576	-1,445886446	-1,150326491	-1,445886446	-0,058787229	-1,445886446
ENSG00000010404	X	IDS	3,746292428	4,181111594	4,030734922	4,330941841	3,724669997	3,905543393	3,098541025	3,352739976	4,337410966	3,786359387
ENSG00000010438	9	PRSS3	-0,811008011	0,916752557	-0,156449213	-0,296214101	0,721213258	-0,206133711	-0,793548016	0,290621548	0,037074109	-0,659794626
ENSG00000010539	16	ZNF200	3,118662952	2,60264257	3,230680717	3,299621379	3,100257748	3,330981618	3,317191678	3,621636452	3,55805586	3,42490756
ENSG00000010610	12	CD4	-0,594254118	0,227730722	0,545799541	0,124463739	0,036933137	-0,834544579	-0,657507324	-1,143444584	-0,009897231	-0,451558889
ENSG00000010626	12	LRRC23	3,277642117	3,812405359	3,374369749	2,919892613	3,685277534	2,666533625	2,735177383	3,024150994	2,953521308	2,864709336
ENSG00000010671	X	BTK	0,101993742	-0,673982717	0,423340833	0,127156755	-1,163970545	-0,601682661	-1,158184466	-0,252635229	0,26525312	-0,457656835
ENSG00000010803	1	SCMH1	6,922758852	6,749692602	6,851070451	6,952521388	6,569998236	6,788032943	6,81167673	6,296025603	6,339716792	6,306258412
ENSG00000010810	6	FYN	8,144365322	7,954050255	7,907164087	8,371335789	7,867850931	7,724120333	7,663083361	7,40056927	7,805091795	7,898539989
ENSG00000010818	6	HIVEP2	4,464143511	4,969551004	5,114144904	5,146799156	4,54133643	4,589284413	4,47018736	4,829452287	4,198208853	4,575905587
ENSG00000010932	1	FMO1	-0,729902379	0,269109834	-0,789378927	-1,445886446	-1,445886446	-0,343240034	-1,445886446	-0,634194293	-1,445886446	-1,151969079
ENSG00000011007	1	ELOA	4,707588075	4,994194219	5,461959427	5,962091005	5,021342793	5,861523448	5,765196485	5,933083715	6,088690036	5,778842826
ENSG00000011009	1	LYPLA2	5,503010109	4,697546216	4,640486298	4,817013824	4,704736938	5,412596191	5,499721569	6,030885363	5,393134379	5,602685254
ENSG00000011021	1	CLCN6	2,107343655	2,592814722	1,083234589	1,338812657	2,15551252	2,109165085	2,623122953	3,252636145	2,334788304	2,045439092
ENSG00000011028	17	MRC2	6,178625392	6,441723853	6,410841102	6,377699907	6,307237383	5,667393717	5,739267041	4,84171788	5,602278366	4,943346354
ENSG00000011052	17	NME1-NME2	1,820622631	1,685886471	1,518550394	1,134738673	1,846232864	1,691960345	1,400192767	1,771095371	1,421054665	1,9293519
ENSG00000011105	12	TSPAN9	4,610992978	4,914176978	4,483996933	4,284359261	4,539762265	4,147600238	4,292542851	4,385589353	4,300423884	4,148168679
ENSG00000011114	14	BTBD7	6,958728871	6,997729713	6,877226841	6,503259895	7,016621373	6,785145506	6,923400258	7,1332946	6,777469828	6,860123608
ENSG00000011132	19	APBA3	3,847394411	4,211083663	3,898159802	3,597440165	4,346377334	4,029112326	4,082465177	3,886602573	4,101963587	3,926333203
ENSG00000011143	17	MKS1	4,022756061	4,150025515	3,845233084	4,194962416	4,108107514	4,413960194	4,671022575	3,541088735	4,847609686	4,1564042
ENSG00000011198	3	ABHD5	4,135078125	4,25640617	4,231844442	4,038987788	4,687624562	4,098094199	3,865345345	4,116576485	3,962173529	4,227720329
ENSG00000011201	X	ANOS1	3,965898404	3,377557871	3,660452651	4,537988391	3,704119716	3,134653432	3,914055851	3,18721	3,614475326	3,126905405
ENSG00000011243	19	AKAP8L	5,447455541	5,478609088	5,6943838	5,286421105	5,563975224	4,918566654	5,189988036	4,622390458	4,754089513	4,795296076
ENSG00000011258	17	MBTD1	5,057936006	4,699048511	4,779531369	4,951575365	4,503168547	4,952177595	4,994023769	4,104402105	4,9842083	4,430976335
ENSG00000011260	17	UTP18	5,247098521	5,076153458	4,948938919	5,290623766	4,96754006	5,549965508	5,39132604	5,058631302	5,414861857	5,193770344
ENSG00000011275	7	RNF216	6,535366048	6,551760276	6,400054288	6,386992787	6,4228258	6,440402934	6,44930898	6,521798187	6,185932181	6,328655014
ENSG00000011295	17	TTC19	6,30251415	6,424811296	6,531028471	6,272813823	6,823514461	6,725678377	6,90703164	6,340564873	7,351820506	6,524087067
ENSG00000011304	19	PTBP1	8,54648469	8,431240084	8,545563792	7,853647066	8,611372902	8,543817345	8,74422504	8,883810808	8,77086583	8,640130934
ENSG00000011332	19	DPF1	3,970954351	4,285461259	4,072934049	3,849090909	4,621578705	3,689476097	4,065570513	4,277879879	4,484831149	4,19854479
ENSG00000011347	11	SYT7	2,175382587	1,875031284	2,323024168	1,987198246	2,082179339	2,783817408	2,406430542	1,185354385	2,884836003	2,294570973
ENSG00000011376	3	LARS2	4,701900824	4,843549398	4,595160242	4,450563994	4,408100601	5,185024337	4,825043181	5,318885266	4,833966516	5,101226015
ENSG00000011405	11	PIK3C2A	7,410042582	6,793894154	6,511946075	6,938688837	7,105002998	6,669016372	6,747816562	7,201795491	6,998028805	6,956804966
ENSG00000011422	19	PLAUR	2,697648355	2,085327432	3,182661327	3,964313074	3,211193356	3,254536863	2,691376336	3,111078058	3,334699711	3,978177303
ENSG00000011426	7	ANLN	4,85071687	4,212458379	4,831044246	5,252633829	4,770038238	5,361075895	5,277432543	5,242461436	5,041574755	5,805808859
ENSG00000011451	19	WIZ	5,686777067	5,850820026	5,825638249	5,968832564	5,833706502	6,312717972	6,275379277	6,113433915	6,293230548	6,363545346
ENSG00000011454	9	RABGAP1	6,790578472	6,56808231	6,535329522	6,855355759	6,488301984	6,290600278	6,165413148	6,091969543	6,405838836	6,297555032
ENSG00000011465	12	DCN	-1,445886446	-0,518540657	-1,445886446	-0,795949597	-0,482988009	-1,445886446	0,047928462	-1,143444584	-0,953302058	-0,663858239
ENSG00000011478	19	QPCTL	1,861603113	2,461945536	2,512024266	2,203717454	2,814272377	1,816596507	2,253514779	3,144812071	2,677529561	2,298423853
ENSG00000011485	19	PPP5C	4,757323765	4,618269805	5,267432701	4,90648453	5,034881686	5,316787471	5,244675847	4,834089353	5,637417071	4,834045893
ENSG00000011523	2	CEP68	5,582835355	5,408869283	5,090323396	5,417741101	5,112562014	5,15921773	5,192047315	5,287097659	5,626519123	5,358514597
ENSG00000011566	2	MAP4K3	5,192654571	5,333446471	5,12100119	5,150719985	4,840399697	4,943482521	5,083408319	4,606858216	4,834455428	4,94369339
ENSG00000011590	19	ZBTB32	-1,445886446	-1,146989599	-0,947711314	-1,445886446	-1,163970545	-0,689246108	-1,445886446	0,040511905	-1,158340456	-0,782339443
ENSG00000011600	19	TYROBP	-0,811008011	0,55573724	-0,789378927	-0,947647779	-1,445886446	-1,445886446	-1,445886446	-1,445886446	-1,445886446	-1,445886446
ENSG00000011638	16	LDAF1	2,355653468	2,95765987	3,241489561	2,953085775	3,036603256	2,520087543	2,934990872	2,377575162	2,503776651	2,244009101
ENSG00000011677	X	GABRA3	0,865375137	-0,30783538	-0,367093414	-0,369378745	-0,842905675	-0,110378116	-1,445886446	-0,767609726	0,26525312	-1,151969079
ENSG00000012048	17	BRCA1	6,539065765	6,962545377	6,640971146	6,399355126	6,672983517	6,570039272	6,4885795	6,335673653	6,59520493	6,399904796
ENSG00000012061	19	ERCC1	5,381041408	5,239546904	5,086162529	5,277321668	5,264983466	5,282541582	5,487171241	4,859891585	5,352243462	4,994680392
ENSG00000012124	19	CD22	-1,122322004	-0,773415093	0,046713709	-0,795949597	-0,842905675	-1,159190503	-1,445886446	-1,445886446	-0,140555045	-1,445886446
ENSG00000012171	3	SEMA3B	2,932438155	3,411786953	3,310161104	2,701094239	3,418183666	2,388177765	1,845357493	2,275030131	2,982603998	2,309724626
ENSG00000012174	X	MBTPS2	5,715259316	5,412388796	5,480793611	5,498030196	5,421089395	5,466827263	5,755974375	5,397252588	5,626741264	5,694967427
ENSG00000012211	X	PRICKLE3	-0,035385584	0,248719644	0,94908486	-0,297710931	0,763688504	1,301564962	-0,076565281	1,09039159	1,145488568	1,317213105
ENSG00000012223	3	LTF	-0,616218907	-0,773415093	-1,445886446	-1,445886446	-1,445886446	-1,159190503	-1,445886446	-1,445886446	-0,870120622	-1,445886446
ENSG00000012232	8	EXTL3	6,237154716	5,868527132	6,071393149	6,273288582	5,959804212	6,030259653	6,251050157	6,115638005	6,161925186	6,019751185
ENSG00000012660	6	ELOVL5	6,073823928	5,711343729	5,504254366	6,122171128	5,78340976	6,482158789	6,62023597	6,172137629	6,177876101	6,560867784
ENSG00000012779	10	ALOX5	2,522574214	3,456355339	3,420851539	2,75157365	3,793569968	2,210167717	2,698565084	1,605083308	2,333928731	1,555875034
ENSG00000012822	12	CALCOCO1	1,655760048	1,109442766	2,035496306	2,742219957	2,283384635	2,262902541	1,927463264	1,4817081	1,436969076	1,628868454
ENSG00000012963	14	UBR7	4,646049996	4,399486939	4,87077559	4,931627399	5,163934386	5,27131952	4,980188059	4,946731568	5,216795338	5,195280758
ENSG00000012983	14	MAP4K5	5,885431707	5,63143118	5,822404968	5,601035237	5,73947448	5,888866908	5,660904259	5,53950263	5,685140879	5,752863668
ENSG00000013016	2	EHD3	1,022468053	0,923547313	1,169233512	0,698446859	1,493297011	2,625277259	2,537448582	1,734387661	2,04690209	2,667408201
ENSG00000013275	19	PSMC4	7,21553799	6,780757998	6,800267758	6,766567443	7,157040918	7,280204021	7,09850835	7,459573046	7,492473527	7,328451113
ENSG00000013288	4	MAN2B2	3,945286858	4,262429629	4,263016609	3,129135995	4,353348826	3,978468962	4,111932624	4,092029461	4,105524385	3,887048754
ENSG00000013293	3	SLC7A14	-0,019234574	-0,463277441	-1,155877645	-0,795949597	-0,842905675	-1,445886446	-1,150326491	-0,767091157	-0,664742058	-1,445886446
ENSG00000013297	3	CLDN11	3,042349795	4,37724018	3,495679973	2,653299906	4,821954264	3,350306291	3,540449123	3,570534267	4,468121528	3,26200483
ENSG00000013306	17	SLC25A39	6,374512712	6,73213766	6,640220929	5,871761712	7,058845103	6,953931544	7,192750555	7,460418289	7,109489604	6,806457105
ENSG00000013364	16	MVP	4,308558988	3,689649557	3,741922892	3,52475321	4,027678865	2,205277241	2,254490813	0,335326426	1,919708063	1,773988401
ENSG00000013374	7	NUB1	6,413640758	6,199609378	6,240493154	6,537756565	5,944096325	5,598492814	5,73619458	5,658682412	5,43534565	5,884820824
ENSG00000013375	6	PGM3	5,218258229	4,777720447	4,806896887	5,263436283	5,021235978	5,153369331	4,979100843	5,301910355	5,376048106	5,070845868
ENSG00000013392	6	RWDD2A	1,989611848	1,726329343	1,897761191	2,088240392	0,56850407	1,588883205	1,357004631	2,346769879	2,113641982	1,498339679
ENSG00000013441	2	CLK1	5,275356132	4,607110816	4,973447175	5,135416594	4,423321284	4,538395383	4,363376668	4,268168439	4,372595392	4,252140021
ENSG00000013503	12	POLR3B	4,366657158	4,284029636	4,264181958	4,013677654	4,260773444	4,738192376	4,531029547	4,910974931	4,340495703	4,773120696
ENSG00000013523	14	ANGEL1	3,832711628	4,068274234	4,092754944	3,661878301	3,875336092	4,156918157	3,640610564	3,256026136	3,714367242	3,593409953
ENSG00000013561	5	RNF14	4,344858015	3,459036069	4,618997634	4,99170245	4,79914423	5,47201658	5,142982283	5,109812153	5,42743294	5,479112145
ENSG00000013563	X	DNASE1L1	2,774397687	2,797885888	2,686310803	3,149143254	3,170691837	3,053544215	2,918933498	3,279903872	3,479753276	2,800276073
ENSG00000013573	12	DDX11	6,137933992	6,419745709	6,275008048	6,152420978	6,362205173	6,082372741	6,204646792	6,127522212	6,052793373	5,962263123
ENSG00000013583	12	HEBP1	5,059492855	5,227833834	5,018304416	5,285268991	5,74954056	5,28595356	5,482583462	5,300271687	5,695908228	5,40063925
ENSG00000013588	12	GPRC5A	4,016368029	4,389873853	4,449640146	3,966060289	4,371816521	3,441917161	3,659110274	3,676446557	3,485283445	3,85515426
ENSG00000013619	X	MAMLD1	2,273062328	2,445034968	3,252357622	3,751006284	2,325895363	2,749231643	2,826692729	2,28093279	2,695608111	2,750589464
ENSG00000013725	11	CD6	-0,418588387	-1,146989599	-0,290870576	-0,231249892	0,283517294	-0,834544579	-0,367435658	-0,841293932	-1,157666611	-1,158612783
ENSG00000013810	4	TACC3	6,792922059	6,989860995	7,004017283	6,906428857	7,237346158	7,269682357	7,614050115	7,581190986	7,652890995	7,307573734
ENSG00000014123	6	UFL1	4,697728052	4,637114314	4,529678876	4,858674249	4,359587522	4,935450188	4,894532827	4,866044835	5,445439728	4,977832073
ENSG00000014138	11	POLA2	5,476297871	5,411343624	4,980205635	5,584639615	5,84343646	6,06708098	6,335880149	6,380139119	6,1430073	6,171716766
ENSG00000014164	8	ZC3H3	5,22734478	6,129954641	5,904221818	4,447309754	5,399386053	4,018961593	4,204947571	4,343454417	5,054078225	3,790396179
ENSG00000014216	11	CAPN1	4,702527119	4,162083929	4,234557445	4,57048854	4,98697979	4,420942869	4,409336253	4,727945817	4,680836127	4,448970191
ENSG00000014257	3	ACP3	-0,292654465	-0,26961976	0,545799541	-0,955064032	-0,113234179	-0,834544579	-0,15838247	-1,143444584	-0,661953351	-0,000311237
ENSG00000014641	2	MDH1	6,910615857	6,224655092	6,639178046	6,951468421	6,309590485	6,853074208	6,830083785	7,1792151	6,963676743	7,059256632
ENSG00000014824	4	SLC30A9	6,556044088	6,616270475	6,486756779	6,473232917	6,705869579	6,619357454	6,855765395	6,561650165	6,738227047	6,702508295
ENSG00000014914	1	MTMR11	2,054825559	3,294679616	2,950400406	3,373381534	2,754838567	1,748005378	2,13612066	1,566096612	1,573481627	1,421170924
ENSG00000014919	10	COX15	4,42517379	4,425506067	4,3364108	4,384234964	4,763718686	5,233996176	5,394293965	5,362920281	5,286574763	5,470300409
ENSG00000015133	14	CCDC88C	5,415728154	6,016407574	5,469795489	5,410943457	5,747829651	5,056743713	5,358429387	5,387373787	4,789356929	5,301425147
ENSG00000015153	12	YAF2	5,525043215	5,830867507	5,69024349	5,703543824	5,623002783	5,37918846	5,476723586	5,842724309	5,596508385	5,433890405
ENSG00000015171	10	ZMYND11	5,465205765	4,804998241	5,270253912	5,6614094	5,06060768	4,949376226	5,26337617	5,193521154	5,277025561	5,33031075
ENSG00000015285	X	WAS	0,797924118	1,800806277	1,03358858	0,28627119	1,701556375	0,724545938	1,003707217	0,732191655	0,522022306	1,067045549
ENSG00000015413	16	DPEP1	-0,21245702	-1,171287913	0,046713709	-0,258350642	-0,734260364	-0,343240034	-0,653571323	-1,143735793	-1,445886446	-1,445886446
ENSG00000015475	22	BID	5,41498433	5,579110413	5,641147386	4,849527812	5,086108095	4,559380729	5,159151233	5,195018303	4,731423914	4,366290125
ENSG00000015520	7	NPC1L1	1,670307097	2,191435043	1,950893777	2,025556568	1,409287406	-0,893854711	1,365184765	-0,767091157	-0,505065177	-0,051261399
ENSG00000015532	17	XYLT2	4,163001991	4,094860508	4,343184174	3,878122164	4,401452545	3,784057656	4,034701938	4,171600688	4,262008502	3,782819171
ENSG00000015568	2	RGPD5	1,63443735	0,099918469	1,187477803	-0,057117184	0,860986341	0,78950243	1,745984607	0,978523064	0,487949808	0,896202983
ENSG00000015592	8	STMN4	0,613814722	-0,773415093	-0,291203796	0,127156755	-0,353628075	-0,110378116	-0,154441704	-1,143444584	0,437549964	-0,500405928
ENSG00000015676	7	NUDCD3	6,730924811	6,158463705	6,338733979	6,366170909	6,46544092	6,389228444	6,467399503	6,464390353	5,970716439	6,286556921
ENSG00000016082	5	ISL1	2,209007944	2,793089635	2,543016002	2,312884739	2,516147721	3,793501903	3,343422084	4,170133078	3,2488912	3,691486446
ENSG00000016391	3	CHDH	4,356491646	4,220121376	4,309220528	4,061402853	4,243751665	4,396114283	4,548268505	4,33584014	4,351690788	4,678177944
ENSG00000016490	1	CLCA1	-1,445886446	-1,171287913	-0,073755827	-1,445886446	-1,445886446	-0,986997572	-0,647260872	-1,143444584	-0,952288047	-1,445886446
ENSG00000016864	3	GLT8D1	4,466555932	4,411044262	4,572390231	4,615152555	4,631061865	4,977699259	5,152436614	5,143192183	5,045082018	5,122231752
ENSG00000017260	3	ATP2C1	5,316012661	5,348533225	5,154147856	5,616885391	5,075308167	5,424117262	5,457680817	5,033686613	5,166504291	5,402105206
ENSG00000017797	18	RALBP1	5,056350375	5,583595368	5,523589199	5,557721865	5,509876664	5,683022666	5,8035041	6,054720585	6,143980186	6,142608283
ENSG00000018189	4	RUFY3	5,901037696	6,125682905	5,8143037	5,953455563	6,025261913	6,270899666	6,16715747	6,010586467	5,944262454	5,846071543
ENSG00000018236	12	CNTN1	2,325985167	2,460983107	3,256042754	2,085573795	2,434117528	1,768820946	2,191936423	2,108524111	1,366588612	1,784027483
ENSG00000018280	2	SLC11A1	1,337812581	2,089639425	1,187526628	1,573404302	0,892042777	0,382756542	0,564461505	0,178072511	0,617941103	0,001027335
ENSG00000018408	3	WWTR1	5,299558103	5,638097848	5,335777356	5,329500371	5,049679743	5,156324373	5,256027925	5,237124968	5,107440414	5,336665041
ENSG00000018510	2	AGPS	5,583605109	5,495630777	5,311839412	5,59511058	4,949871504	5,219209962	5,275231176	5,251448429	5,630723893	5,56788041
ENSG00000018610	X	STEEP1	4,446349128	4,212497286	4,030748195	4,22947312	4,735027101	4,605036686	5,280242356	5,304714833	5,092588845	5,229219894
ENSG00000018699	2	TTC27	3,735047624	3,947895753	4,143704062	4,211176063	3,544561848	4,775057251	4,498485579	4,734765545	4,204295724	4,608994163
ENSG00000018869	19	ZNF582	3,708476844	3,601314196	3,218354061	3,482364531	3,548376394	3,085559375	3,678752855	1,960296472	3,468576607	2,909857156
ENSG00000019144	11	PHLDB1	4,766124658	4,906297119	4,679784869	4,482654534	5,258492822	5,05663815	5,064104365	5,240778039	5,257731277	4,687064612
ENSG00000019485	11	PRDM11	3,199450055	2,371583921	2,449840056	3,638881703	3,102707058	2,606250279	2,926749036	2,373497629	2,794467141	1,920761652
ENSG00000019505	11	SYT13	-1,122322004	0,022837515	-0,949598305	-0,787036515	-0,640728202	-0,530033801	-0,779390157	-0,930996636	-0,664742058	-1,445886446
ENSG00000019549	8	SNAI2	3,934266427	4,803895277	5,382096719	5,134310109	4,903761628	5,851721677	5,668724592	4,93397589	5,053229405	5,792699975
ENSG00000019582	5	CD74	-1,134572453	0,513994454	-0,498113743	-1,445886446	-0,419331458	-0,986997572	-1,445886446	-0,424309759	-0,551371617	-1,445886446
ENSG00000019991	7	HGF	-1,122322004	-1,146989599	-1,155877645	-0,868203088	-0,842905675	-0,547848636	-0,047876193	-0,521645256	-0,661953351	-0,158361363
ENSG00000019995	10	ZRANB1	5,319063341	5,511599755	5,36943837	5,11659785	5,547586999	5,162255916	5,204641501	5,107103243	5,210665306	5,370962485
ENSG00000020129	1	NCDN	5,470625666	5,989594407	5,651099428	4,927915071	6,187184561	6,615460753	6,634362274	6,854874341	6,84666661	6,375396934
ENSG00000020181	8	ADGRA2	3,552189273	3,258058462	3,741336927	3,781818727	4,058453632	3,520500379	3,836468474	3,165998607	3,803162948	3,288954466
